Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
create release notes text for fabric,FAB-4230,17257,17239,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,ChristopherFerris,ChristopherFerris,31/May/17 12:30 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,07/Jun/17 9:11 AM,v1.0.0-alpha2,,,DUPLICATE,,fabric-build,,,,,,,0,build-system,,,,,,,create release notes for fabric text that generalize the nature of changes since v1.0.0-alpha2,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxxin:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/Jun/17 11:39 PM;ChristopherFerris;https://gerrit.hyperledger.org/r/#/c/10153/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create release notes for fabric-ca,FAB-4231,17258,17239,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,smithbk,ChristopherFerris,ChristopherFerris,31/May/17 12:32 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,07/Jun/17 9:11 AM,v1.0.0-alpha2,,,DUPLICATE,,fabric-ca-build,,,,,,,0,build-system,,,,,,,create release notes that generalize the changes since alpha2 to be used in release tag,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxxiv:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/Jun/17 11:40 PM;ChristopherFerris;https://gerrit.hyperledger.org/r/#/c/10157/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create v1.0.0-alpha3 release notes for fabric-sdk-node,FAB-4232,17259,17239,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,jimthematrix,ChristopherFerris,ChristopherFerris,31/May/17 12:34 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,07/Jun/17 9:11 AM,v1.0.0-alpha2,,,DUPLICATE,,fabric-sdk-node,,,,,,,0,build-system,,,,,,,create release notes for v1.0.0-beta that generalize changes since v1.0.0-alpha2,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxxj3:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/Jun/17 11:39 PM;ChristopherFerris;https://gerrit.hyperledger.org/r/#/c/10159/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
create v1.0.0-alpha3 release notes for fabric-sdk-java,FAB-4233,17260,17239,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rickr,ChristopherFerris,ChristopherFerris,31/May/17 12:36 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,07/Jun/17 9:11 AM,v1.0.0-alpha2,,,DUPLICATE,,fabric-sdk-java,,,,,,,0,build-system,,,,,,,create release notes that generalize the changes since v1.0.0-alpha2,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxxjb:",,,,,,,,,,,,,,,1.0,,,,,,,,,,,,ChristopherFerris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05/Jun/17 11:50 PM;ChristopherFerris;https://gerrit.hyperledger.org/r/#/c/10161/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabric Documentation Images,FAB-4234,17261,,Story,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,yuleeandrea,joe-alewine,joe-alewine,31/May/17 12:40 AM,21/Jul/18 3:55 AM,28/Oct/23 2:59 AM,24/Mar/18 5:19 AM,v1.0.0-alpha2,,,,,fabric-docs,,,,,,,0,Documentation,,,,,,,"The images created for this doc...

[http://hyperledger-fabric.readthedocs.io/en/latest/blockchain.html]

were either temp images created as place holders or images pulled from power points, etc. Need new images conforming to design/branding specifications.

--------

Current sections:

Introduction

Writing Your First Application ",,joe-alewine,markparz,yuleeandrea,,,,,,,,,,,,,,,,,,144000,144000,,0%,144000,144000,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,,"1|hzwu5z:",,,,Unset,,,,,,,,,,,,Unset,,,,,,,,,,,joe-alewine,markparz,yuleeandrea,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"17/Jun/17 5:41 AM;markparz;Nice stuff... right direction! I added some comments in the individual files.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chaincode test e2e auction - 1 Week,FAB-4236,17263,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,sandp125,sandp125,sandp125,31/May/17 12:44 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,06/Jul/18 10:53 PM,v1.0.0,,,v1.0.0,,fabric-quality,,,,,,,0,quality,,,,,,,"This story consists of adding test cases for Auction App in the Test Suite.
 * Description:Launch network, use  Auction API Driver to send invokes/queries to all channels on all chaincodes, for 1 Week, remove network and cleanup.
 * Network Topology: 2 Ord, 3 KB, 3 ZK, 2 Org, 4 Peers, 2 Chan, 2 CC, 8 total threads.
 * Client Driver: testAuctionChainCode.py, api_driver.sh.
 * Following transactions are performed on Auction App
 ** Post Users
 ** Get Users
 ** Download Images
 ** Get Items
 ** Post Auction
 ** Open Auction For Bids
 ** Submit Bids
 ** Transfer Item",,sandp125,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-3507,FAB-4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-3771,,,,,,,,,,"1|hzxxjr:",,,,,,,,,,,,,,,,,,,,,,,,,,,sandp125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Documentation proof-reading/validation/verification (for v1.0.0-beta),FAB-4237,17264,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,nickgaski,JonathanLevi,JonathanLevi,31/May/17 12:56 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,08/Jun/17 6:56 PM,v1.0.0-alpha2,v1.0.0-beta,,v1.0.0-beta,,fabric-docs,,,,,,,0,Documentation,,,,,,,"Vet key documentation/guides, commands/instructions, file paths (e.g., on the various platforms) and links/URLs. Including/covering:

Getting Started
 [http://hyperledger-fabric.readthedocs.io/en/latest/getting_started.html]

Channel Configuration (configtx + configtxgen)
 [http://hyperledger-fabric.readthedocs.io/en/latest/configtx.html]

 Need to review the material before it is pushed to readthedocs, push it to readthedocs, and then confirm it is live on the public readthedocs site.",,bobbiejc,ChristopherFerris,JonathanLevi,troyronda,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,FAB-4212,FAB-4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/Jun/17 10:31 PM;bobbiejc;setglobals.sh;https://jira.hyperledger.org/secure/attachment/10902/setglobals.sh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxxjz:",,,,,,,,,,,,,,,,,,,,,,,,,,,bobbiejc,ChristopherFerris,JonathanLevi,troyronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02/Jun/17 10:22 PM;bobbiejc;My comments after reading/working with ""Getting Started"" 

[http://hyperledger-fabric.readthedocs.io/en/latest/getting_started.html]
 * 
ok, so i don't lose my thoughts, will place here what i'm experiencing..
 * 
i'm doing thigns manually, so i am not really interested in the e2e part of the script
 * 
(i..e. i comment out the command: in the docker-compose script
 * 
1. pass a moderately high value for TIMEOUT (give me a clue, 60, 120?) or longer if... what effects if i need to make this longer?
 * 
2. Tell me what the docker-compose does, tell me that it spins up 1 orderer, and 4 peers, 2 per organization, and 1 cli
 * 
3. tell me a bit about CLI -- this is there because? (I think it is there because it is the only way to communicate with the network, the only other way to communicate with the network is through SDK? I think
 * 
the 4 environment variables are really clunky
 * 
it would be great to have a ""switch script"" somewhere for this... but of course, explaining
 * 
what are tehse environment variables for? that would help people understand a bit... what is MSPCONFIGPATH, LOCALMSPID, ROOTCERT_FILE....
 * 
4. this line is confusing ""you can mount your own configuration transaction with a different name""
 * 
at this point, i have no idea what a configuration transaction is...
 * 
this line ""This command returns a genesis block - ...- which we will use to join the channel""
 * 
I wo uld say ""This command creates a local file <channel-ID.block> that contains the channel genesis block (aside: , genesis blocks are not described anywhere in this document and use everywhere...), The channel genesis block is used when a peer joins a channel.""
 * 
installing sample go code on the peers does not tell me where you are getting the chaincode from. I am assuming now that it is coming from [github.com|http://github.com/], (the real github, not some local file system?), but I'm not really sure...;;;","02/Jun/17 10:24 PM;JonathanLevi;Wow, [~bobbiejc], highly appreciated!;;;","02/Jun/17 10:29 PM;bobbiejc;Install and Instantiate:

First, explain at a high level the mycc chaincode does.  Just to give context, and what this section teaches.

Second, more attention to install and instantiate – in particular instantiate.  I always tell customers that instantiate is making the meta-data or signature of the chaincode known to all peers on a channel, and it is also where the endorsement policy for a given use of chaincode is defined (i.e. you can have different endorsement policies for different channels)

 ;;;","02/Jun/17 10:35 PM;bobbiejc;Switching environment variables — woah – this is not only tedious, but confusing.... But there is an exercise that will help the user understand a bit more of the setup.  

Have them create this script in scripts.

[^setglobals.sh]

and run it on the cli peer as

. scripts/setglobals.sh 1
/* add the peer org1.peer1  to the channel */

. scripts/setglobals.sh 2

/* add the peer org2.peer0  to the channel */

. scripts/setglobals.sh 3

/* add peer org2.peer1 to the channel */

. scripts/setglobals.sh 0  <--- resets us back to org1.peer0.

A few things to note. they can create this script on their local machine, but they need to actually 'exec' into the cli container.

 ;;;","02/Jun/17 10:36 PM;bobbiejc;Somewhere in getting started we need to introduce the concept of the CLI.  Esp when you spin up the network.  The CLI is there to provide an environment to issue commands on the peers....(orderer and peers).;;;","03/Jun/17 3:29 AM;bobbiejc;One more suggestion:   When the user creates the channel, suggest that the assign the CHANNEL_NAME

CHANNEL_NAME=myfirstchannel

Then all the $CHANNEL_NAME in the scripts work ;)

 ;;;","03/Jun/17 3:39 AM;bobbiejc;There is a lot of good information in the section:
h3. ""What’s happening behind the scenes?""

While I personally really like encouraging the manual exercising of the commands as that is how you really learn what is going on, adding the commentary in the 'What's happening behind the sceneds"" session to the manual directions would be very helpful.  Is there a way to do this elegantly and integrate the ""What's happening behind the scenes"" section to the manual process, and then 'pull it all together' with teh scripts?;;;","03/Jun/17 3:58 AM;bobbiejc;More verbiage around instantiation to avoid confusion evidenced in the following dialoge:

https://chat.hyperledger.org/channel/fabric-questions?msg=NsR6pt8d3cFfiXyzr;;;","03/Jun/17 5:01 AM;bobbiejc;ok, one more very blunt piece of advice... i don't find the 'all-in-one' very useful at this point.   I find that feels like more of a 'test-case' script.  link to it, but get it out of the getting started page...;;;","06/Jun/17 12:14 AM;ChristopherFerris;[~bobbiejc] right, and there won't be one when Anthony and team are done. For beta, we won't have the updated GS content but we could use some testing of what is currently there.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doc instruction on what data can be specified in a rich query string for couchDB,FAB-4240,17269,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,FenglianXu,FenglianXu,31/May/17 2:36 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,09/Mar/18 1:43 PM,,,,,,fabric-docs,fabric-ledger,,,,,,0,chaincode,Ledger,v1.0,,,,,"As a rich query user, I need an instruction to guide me on writing an ad hoc rich query string to get the query result effectively.

When I use this shim interface GetQueryResult ( shim, queryString), I have created the couchDB select string but I have faced an issue to get the query result back.

 I have had a discussion with Dave Enyeart today and discovered that Fabric shim implementation has created a wrapper string based on end user's query string.

The wrap string is automatically adding some field and prefix to the user query string.

This has caused the problem if user's query string includes below data.
 # header data
 # no data prefix required in the user data field.

This needs to be clearly documented to save the end users time cost.

 ",,denyeart,FenglianXu,,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxwon:",,,,,,,,,,,,,,,,,,,,,,,,,,,denyeart,FenglianXu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Mar/18 1:43 PM;denyeart;Fabric 1.1 has improved the CouchDB state database implementation.
The header and ""data"" prefix are not utilized starting in 1.1, and therefore the confusion mentioned in this work item is not an issue going forward.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
java SDK - maintaining stream b/w SDK and peer,FAB-4241,17271,15902,Sub-task,Closed,FAB,Fabric,software,denyeart,,,High,Done,rickr,jimthematrix,jimthematrix,31/May/17 2:44 AM,20/Jul/18 11:13 PM,28/Oct/23 2:59 AM,06/Jun/17 12:06 AM,v1.0.0-alpha2,,,v1.0.0,,fabric-sdk-java,,,,,,,0,,,,,,,,the solution seems to be that the client needs to send keepalive pings,,mrshah-ibm,rickr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABN-481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxxkf:",,,,,,,,,,,,,,,,,,,,,,,,,,,mrshah-ibm,rickr,,,,,,,,,,,,,,,,,,dev,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"31/May/17 4:22 AM;rickr;[~bmos299] Can I get some help on recreating ?  Jim seems to know how that's possible.;;;","31/May/17 7:21 AM;rickr;Java spec says  grpc will never go to idle mode once it has left that state.
http://www.grpc.io/grpc-java/javadoc/io/grpc/ManagedChannelBuilder.html#idleTimeout-long-java.util.concurrent.TimeUnit-;;;","31/May/17 9:32 PM;rickr;[~jimthematrix] [https://gerrit.hyperledger.org/r/#/c/9955/]  I'm not sure but if I understand the issues here I think this has a reasonable chance to fix.

[~bmos299] [~mrshah-ibm] According to Jim we need bmx to test. Like to have a quick discussion on how we might be able set up an environment that might simulate this situation.;;;","31/May/17 11:03 PM;mrshah-ibm;[~rickr] we are working on putting it on bmx to test. We will try and get you a dev environment to test it. It will take at least one week to get the dev env.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golang source code security vulnerability remediation,FAB-4242,17272,,Task,Closed,FAB,Fabric,software,denyeart,,,High,Won't Do,,ashutosh_kumar,ashutosh_kumar,31/May/17 3:34 AM,23/Jan/20 4:12 AM,28/Oct/23 2:59 AM,23/Jan/20 4:12 AM,v1.0.0-alpha2,,,v1.0.0,,,,,,,,,0,stale-item,,,,,,,"The attached report contains Golang Source Code Security Scan result. Some of them are false positives.[^FabSecScanresult05302017.html]",,ashutosh_kumar,farhan3,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,Not a security issue,FAB-4245,FAB-4249,FAB-4251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31/May/17 3:34 AM;ashutosh_kumar;FabSecScanresult05302017.html;https://jira.hyperledger.org/secure/attachment/10880/FabSecScanresult05302017.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzxxkn:",,,,,,,,,,,,,,,,,,,,,,,,,,,ashutosh_kumar,farhan3,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23/Jan/20 4:12 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
